#MdsTime (uint32)[1];correctedMirnov0 (float32)[1];correctedMirnov1 (float32)[1];correctedMirnov2 (float32)[1];correctedMirnov3 (float32)[1];correctedMirnov4 (float32)[1];correctedMirnov5 (float32)[1];correctedMirnov6 (float32)[1];correctedMirnov7 (float32)[1];correctedMirnov8 (float32)[1];correctedMirnov9 (float32)[1];correctedMirnov10 (float32)[1];correctedMirnov11 (float32)[1]
49300;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.165802;129108.774185;135111.248493;-14059.523582;36322.999000;12038.030624
49400;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.165802;129108.774185;135111.248493;-14059.523582;36322.999000;12038.031816
49500;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.165802;129108.786582;135111.248493;-14059.523582;36322.994232;12038.035392
49600;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.165802;129108.786582;135111.248493;-14059.523582;36322.994232;12038.036584
49700;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.165802;129108.786582;135111.248493;-14059.522151;36322.991847;12038.038969
49800;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.165802;129108.786582;135111.248493;-14059.522151;36322.991847;12038.041353
49900;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.165802;129108.786582;135111.248493;-14059.522151;36322.991847;12038.042545
50000;-17431.690692;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.175338;129108.786582;135111.248493;-14059.519767;36322.987079;12038.044929
50100;-17431.690692;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.175338;129108.786582;135111.248493;-14059.519767;36322.987079;12038.047313
50200;-17431.690692;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.175338;129108.786582;135111.248493;-14059.519767;36322.987079;12038.049697
50300;-17431.690692;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.175338;129108.786582;135111.248493;-14059.519767;36322.987079;12038.050889
50400;-17431.690692;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.184875;129108.786582;135111.248493;-14059.519767;36322.987079;12038.053274
50500;-17431.690692;-35627.484321;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.184875;129108.786582;135111.248493;-14059.519767;36322.982311;12038.055658
50600;-17431.690692;-35627.484321;-94371.986389;-138722.872734;-161819.448471;-89523.611068;-86969.184875;129108.786582;135111.248493;-14059.518814;36322.982311;12038.056850
